STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
El Jakalito Market Llc,-104.80807,39.696701,15401 E Mississippi Ave,Unit A,Aurora,CO,80017,4738,ARAPAHOE 
Sprouts Farmers Market 333,-105.16859,39.812412,15050 W 64th Ave,,Arvada,CO,80007,7550,JEFFERSON 
Papa Murphy's Take 'n' Bake CO 025,-104.88979,39.595135,8575 E Arapahoe Rd,Unit D,Greenwood Village,CO,80112,1429,ARAPAHOE 
Papa Murphy Take 'n' Bake CO 034,-105.13564,39.580494,12482 W Ken Caryl Ave,Unit B4,Littleton,CO,80127,3751,JEFFERSON 
Papa Murphy's Take & Bake Pizza CO 134,-105.10197,40.01527,3331 Arapahoe Rd,Unit 20,Erie,CO,80516,6008,BOULDER 
7 ELEVEN 26683B,-104.78991,38.775513,2025 B St,,Colorado Springs,CO,80906,4729,EL PASO 
Wal Mart Supercenter 4734,-105.10294,39.801968,9400 Ralston Rd,,Arvada,CO,80002,2004,JEFFERSON 
"Thaxtons Market Of Fowler, Llc",-104.02387,38.130184,214 S Main St,,Fowler,CO,81039,1133,OTERO 
Carniceria La Luz 2,-104.82276,39.740337,14155 E Colfax Ave,Unit A,Aurora,CO,80011,5704,ARAPAHOE 
Silt Farmers' Market,-107.65564,39.550335,707 Orchard Ave,,Silt,CO,81652,9811,GARFIELD 
Arirang Market Inc,-104.748,38.846401,917 N Murray Blvd,,Colorado Springs,CO,80915,3411,EL PASO 
Family Dollar 11558,-108.45943,39.07412,477 32 Rd,,Clifton,CO,81520,8349,MESA 
Family Dollar 11885,-104.30938,39.034767,555 Crystola St,,Calhan,CO,80808,8600,EL PASO 
7-eleven 22059B,-104.79429,38.840714,525 N Union Blvd,,Colorado Springs,CO,80909,4628,EL PASO 
Dollar General 17697,-102.26699,40.983986,510 W 1st St,,Julesburg,CO,80737,1301,SEDGWICK 
7 ELEVEN 39079B,-105.11488,40.589558,200 N Taft Hill Rd,,Fort Collins,CO,80521,1531,LARIMER 
King Soopers 134,-104.66345,38.863926,7915 Constitution Ave,,Colorado Springs,CO,80951,8901,EL PASO 
Maverik 525,-104.83421,39.696476,13480 E Mississippi Ave,,Aurora,CO,80012,3500,ARAPAHOE 
7 ELEVEN 26788D,-104.82195,38.826504,503 S Nevada Ave,,Colorado Springs,CO,80903,3922,EL PASO 
Las Iv Americas,-105.07715,40.565895,1669 S College Ave,,Fort Collins,CO,80525,1006,LARIMER 
"Family Foods Market, Llc",-103.2149,40.623775,217 S 3rd Ave,,Sterling,CO,80751,4052,LOGAN 
Papa Murphy's Take & Bake Pizza CO 097,-105.08178,39.836842,7705 Wadsworth Blvd,,Arvada,CO,80003,2144,JEFFERSON 
Dollar General 17759,-102.63422,40.638195,612 W 1st St,,Haxtun,CO,80731,,PHILLIPS 
Colorado Country General Store,-105.68299,39.761017,6 E Park Ave,,Empire,CO,80438,,CLEAR CREEK 
Clearview Food Mart,-104.73824,38.77515,4815 Yucatan Dr,,Colorado Springs,CO,80911,1288,EL PASO 
CVS 10784,-105.05322,39.768768,3770 Sheridan Blvd,,Denver,CO,80212,2052,DENVER 
Ggconvenience Store,-104.90029,39.740063,7520 E Colfax Ave,,Denver,CO,80220,1949,DENVER 
F.r.e.s.h Food Hub,-108.29024,38.130733,1570 Grand Ave,,Norwood,CO,81423,9903,SAN MIGUEL 
Dollar General 10972,-104.72818,38.735966,20 Widefield Blvd,,Colorado Springs,CO,80911,2125,EL PASO 
Dollar General 19020,-105.00607,39.851028,8495 Pecos St,,Federal Heights,CO,80260,,ADAMS 
Dollar General 19055,-104.86914,39.740063,10204 E Colfax Ave,,Aurora,CO,80010,5017,ARAPAHOE 
Dollar General 19056,-104.78039,38.807045,1736 S Circle Dr,,Colorado Springs,CO,80910,4434,EL PASO 
7-Eleven 39077H,-104.70203,40.424,1401 9th St,,Greeley,CO,80631,3111,WELD 
"Maverik, Inc 549",-104.81004,39.768517,3755 North Chambers Road,,Aurura,CO,80011,,ARAPAHOE 
Dollar General 19059,-105.05324,39.692326,1355 S Sheridan Blvd,,Lakewood,CO,80232,5979,JEFFERSON 
7 ELEVEN 13206B,-104.98771,39.645596,3900 S Broadway,,Englewood,CO,80113,4629,ARAPAHOE 
7 ELEVEN 39519B,-104.98856,40.480011,7486 Westgate Dr,,Windsor,CO,80528,8985,LARIMER 
Carniceria Mi Mexico 2,-104.85446,39.66037,3102 S Parker Rd,Ste A8,Aurora,CO,80014,3176,ARAPAHOE 
Europa Co.,-104.82825,39.638428,13728 E Quincy Ave,,Aurora,CO,80015,1129,ARAPAHOE 
CVS Pharmacy 10782,-105.10943,39.609596,9936 W Bowles Ave,,Littleton,CO,80123,3439,JEFFERSON 
Big D Oil 47,-105.07743,40.443993,5009 N Garfield Ave,,Loveland,CO,80538,1821,LARIMER 
Big D Oil 49,-105.03988,40.535431,2024 Bighorn Rd,,Fort Collins,CO,80525,3481,LARIMER 
Big D Oil 51,-104.7352,40.42252,1000 35th Ave,,Greeley,CO,80634,2516,WELD 
Dia International Market Llc,-104.86996,39.738705,1408 Del Mar Pkwy,Ste A,Aurora,CO,80010,3361,ARAPAHOE 
Dollar General 17907,-104.30735,39.034943,1250 5th St,,Calhan,CO,80808,,EL PASO 
Dollar General 18039,-107.60079,37.233944,300 Bayfield Center Dr,,Bayfield,CO,81122,8802,LA PLATA 
Dollar General 18042,-105.02818,38.425537,895 Marilyn Dr,,Penrose,CO,81240,9343,FREMONT 
Dollar General 17902,-106.64433,37.666725,73 W Frontage Rd,,South Fork,CO,81154,,RIO GRANDE 
India's Grocery,-105.25846,40.028503,2877 28th St,,Boulder,CO,80301,1223,BOULDER 
7 ELEVEN 38119A,-105.00027,39.727863,725 Kalamath St,,Denver,CO,80204,4402,DENVER 
Food & Gas Mart,-105.00609,39.834225,7590 Pecos St,,Denver,CO,80221,3437,ADAMS 
7 ELEVEN 34505B,-105.05326,39.696487,1107 S Sheridan Blvd,,Lakewood,CO,80232,5900,JEFFERSON 
Papa Murphy's CO128,-104.8681,39.76012,10355 Martin Luther King Blvd,Ste 130,Denver,CO,80238,2320,DENVER 
Krung Thai Grocery Llc,-104.85138,39.747375,11700 E Montview Blvd,,Aurora,CO,80010,1604,ARAPAHOE 
Walgreens 00356,-104.99328,39.746071,801 16th St,,Denver,CO,80202,3205,DENVER 
Papa Murphy's Take & Bake Pizza CO 094,-104.78851,40.421299,6628 W 10th St,Ste 101,Greeley,CO,80634,7785,WELD 
Carniceria Las Iv Americas,-104.69677,40.379452,3505 11th Ave,Unit 3,Evans,CO,80620,2011,WELD 
Dollar Tree 7339,-105.05304,39.868584,9430 Sheridan Blvd,,Westminster,CO,80031,6305,ADAMS 
"Maverik, Inc. 494",-104.70149,38.84325,2477 Peterson Road,,Colorado Springs,CO,80915,,EL PASO 
Fast Market 8149,-104.80952,39.638592,15303 E Quincy Ave,,Aurora,CO,80015,1529,ARAPAHOE 
Fast Market 8150,-105.0906,39.929024,1004 US Highway 287,,Broomfield,CO,80020,7004,BROOMFIELD 
Fast Market 8151,-105.07939,39.863571,7396 W 92nd Ave,,Broomfield,CO,80021,4856,JEFFERSON 
Fast Market 8153,-104.81459,38.776676,715 Cheyenne Meadows Rd,,Colorado Springs,CO,80906,4947,EL PASO 
Fast Market 8154,-104.83102,38.928337,205 W Rockrimmon Blvd,,Colorado Springs,CO,80919,1783,EL PASO 
Fast Market 8155,-104.80393,38.949127,8105 N Academy Blvd,,Colorado Springs,CO,80920,3903,EL PASO 
Fast Market 8156,-104.85311,39.056801,1310 W Baptist Rd,,Monument,CO,80132,,EL PASO 
Fast Market 8157,-104.9931,39.914089,505 W 120th Ave,,Denver,CO,80234,2705,ADAMS 
Fast Market 8158,-104.89838,39.59515,7799 E Arapahoe Rd,,Englewood,CO,80112,1238,ARAPAHOE 
Dollar Tree 7332,-104.81351,39.093445,655 W Highway 105,,Monument,CO,80132,,EL PASO 
7 ELEVEN 23905B,-104.9751,39.739975,1000 E Colfax Ave,,Denver,CO,80218,1945,DENVER 
7 ELEVEN 26682A,-104.817,39.69669,14593 E Mississippi Ave,,Aurora,CO,80012,4682,ARAPAHOE 
Horizon Food & Gas,-104.99945,39.613327,1009 W Littleton Blvd,,Littleton,CO,80120,2214,ARAPAHOE 
Maverik Inc 540,-105.00597,39.856411,8810 Pecos Street,,Thronton,CO,80260,,ADAMS 
Dollar General 18151,-105.50838,40.371487,451 Stanley Ave,,Estes Park,CO,80517,7531,LARIMER 
7 ELEVEN 34168B,-105.01794,40.001556,3240 Village Vista Dr,,Erie,CO,80516,2521,BOULDER 
Maverik 544,-104.94025,39.900757,1160 Colorado Blvd,,Thornton,CO,80233,,ADAMS 
Africaines Market 1,-104.87153,39.740021,10004 E Colfax Ave,,Aurora,CO,80010,5014,ARAPAHOE 
Zuma Natural Foods,-108.28902,37.347355,299 N Main St,,Mancos,CO,81328,9092,MONTEZUMA 
East Tin Cup Mini Food Store,-105.20186,39.720039,17881 W Colfax Ave,,Golden,CO,80401,4879,JEFFERSON 
Real Food Lab Northglenn High School,-104.99436,39.878586,601 W 100th Pl,,Northglenn,CO,80260,6003,ADAMS 
