STORE_NAME,longitude,latitude,ADDRESS,ADDRESS2,CITY,STATE,ZIP5,zip4,County
El Tepetate Market,-104.95536,39.779869,4555 Thompson Ct,,Denver,CO,80216,4013,DENVER 
Fort Morgan Mini Halal Market,-103.79653,40.248505,410 E Railroad Ave,,Fort Morgan,CO,80701,3330,MORGAN 
Carniceria y Verduleria Guadalajara Inc,-104.85641,39.741211,1544 Lima St,,Aurora,CO,80010,2526,ARAPAHOE 
Papa Murphys Pizza CO 053,-104.69815,38.718208,6965 Mesa Ridge Pkwy,,Fountain,CO,80817,1543,EL PASO 
Carniceria Compare,-104.8196,39.724808,541 Sable Blvd,,Aurora,CO,80011,8839,ARAPAHOE 
Los Dos Toros,-105.01839,39.711151,2600 W Alameda Ave,,Denver,CO,80219,3013,DENVER 
DiSanti Farms,-104.51498,38.226902,29114 South Rd,,Pueblo,CO,81006,9801,PUEBLO 
Natural Grocers By Vitamin Cottage,-104.85945,39.407436,4510 Trail Boss Dr,,Castle Rock,CO,80104,7512,DOUGLAS 
Peoria Conoco,-104.84692,39.76318,3202 Peoria St,,Aurora,CO,80010,1517,ARAPAHOE 
Villa Park Mini Mart,-105.03211,39.733269,1000 Knox Ct,,Denver,CO,80204,3170,DENVER 
Dollar Tree 4286,-104.79052,39.638638,16941 E Quincy Ave,Unit B,Aurora,CO,80015,1964,ARAPAHOE 
7-Eleven Store 39082B,-105.0539,40.407528,1509 E Eisenhower Blvd,,Loveland,CO,80537,3927,LARIMER 
Conoco Station Union,-104.79427,38.842594,701 N Union Blvd,,Colorado Springs,CO,80909,4630,EL PASO 
Super Carniceria Compare,-105.02505,39.665379,2796 S Federal Blvd,,Denver,CO,80236,2612,DENVER 
Costco Wholesale 0439,-104.86599,39.690239,1471 S Havana St,,Aurora,CO,80012,4013,ARAPAHOE 
Costco Wholesale 0440,-105.06732,39.863651,6400 W 92nd Ave,,Westminster,CO,80031,2952,ADAMS 
Costco Wholesale 0443,-105.08589,39.638672,7900 W Quincy Ave,,Littleton,CO,80123,1350,JEFFERSON 
Costco Wholesale 0468,-104.87881,39.560619,8686 Park Meadows Center Dr,,Lone Tree,CO,80124,5129,DOUGLAS 
Costco Wholesale 0480,-105.1718,39.959698,600 Marshall Rd,,Superior,CO,80027,9730,BOULDER 
Costco Wholesale 0629,-104.97829,39.993423,16375 Washington St,,Thornton,CO,80023,8907,BROOMFIELD 
Costco Wholesale 0637,-106.88876,39.643425,170 Cooley Mesa Rd,,Gypsum,CO,81637,9707,EAGLE 
Costco Wholesale 0676,-105.08154,39.790581,5195 Wadsworth Blvd,,Arvada,CO,80002,4617,JEFFERSON 
Costco Wholesale 1014,-104.71819,38.89341,5885 Barnes Rd,,Colorado Springs,CO,80922,3512,EL PASO 
Costco Wholesale 1022,-104.77641,39.558727,18414 E Cottonwood Dr,,Parker,CO,80138,8876,DOUGLAS 
Costco Wholesale 1027,-105.00855,39.645142,4000 River Point Pkwy,,Sheridan,CO,80110,3316,ARAPAHOE 
Costco Wholesale 1030,-104.81736,38.904049,5050 N Nevada Ave,,Colorado Springs,CO,80918,8602,EL PASO 
7-Eleven Store 22358A,-104.99754,39.746307,1438 Arapahoe St,,Denver,CO,80202,2204,DENVER 
7-Eleven Store 26933A,-105.09364,40.538227,970 W Horsetooth Rd,,Fort Collins,CO,80526,2799,LARIMER 
Carniceria Zacatecas,-105.03245,39.717873,70 Knox Ct,,Denver,CO,80219,1405,DENVER 
Natures Pantry,-106.13534,38.846577,545 US Highway 24 N,,Buena Vista,CO,81211,9682,CHAFFEE 
Circle K 9859,-104.95945,39.914024,2265 E 120th Ave,,Northglenn,CO,80233,1407,ADAMS 
7-Eleven Store 27033A,-104.98816,39.608501,5955 S Broadway,,Littleton,CO,80121,8012,ARAPAHOE 
PJs Gourmet Market,-107.84493,37.390968,67 Trimble Crossing Rd,,Durango,CO,81301,5388,LA PLATA 
In N Out Conoco,-105.2065,38.446735,2801 E Main St,,Canon City,CO,81212,4011,FREMONT 
Walgreens 10118,-104.97776,39.884201,10337 Washington St,,Denver,CO,80229,2003,ADAMS 
Circle K 9838,-104.81588,38.765984,6560 S Academy Blvd,,Colorado Springs,CO,80906,8614,EL PASO 
Circle K 9845,-104.86597,39.594372,10553 E Briarwood Cir,,Englewood,CO,80112,1146,ARAPAHOE 
Circle K 9848,-104.8033,38.833263,1204 E Pikes Peak Ave,,Colorado Springs,CO,80909,5527,EL PASO 
Circle K 9877,-105.07172,39.591568,6798 W Ottawa Ave,,Littleton,CO,80128,4546,JEFFERSON 
Circle K 9878,-104.90271,39.595158,7425 E Arapahoe Rd,,Englewood,CO,80112,1235,ARAPAHOE 
Circle K 9879,-104.96029,39.579247,7550 S University Blvd,,Centennial,CO,80122,3143,ARAPAHOE 
Circle K 9892,-104.90546,39.558723,8663 S Quebec St,,Littleton,CO,80130,5800,DOUGLAS 
St Vrain Market Deli and Bakery,-105.27116,40.224674,455 Main St,,Lyons,CO,80540,,BOULDER 
Dollar General 12041,-102.26225,39.300995,999 Rose Ave,,Burlington,CO,80807,1814,KIT CARSON 
7-Eleven Store 20104A,-105.07552,40.58173,430 Remington St,,Fort Collins,CO,80524,2911,LARIMER 
Ananda Bazaar,-104.85411,39.660275,3102 S Parker Rd,Ste A6,Aurora,CO,80014,3176,ARAPAHOE 
Walgreens 17807,-104.9879,39.573376,100 E Mineral Ave,,Littleton,CO,80122,2610,ARAPAHOE 
Walgreens 18391,-104.94062,39.664078,2870 S Colorado Blvd,,Denver,CO,80222,6618,DENVER 
Walgreens 19547,-105.25835,40.035042,3348 28th St,,Boulder,CO,80301,1411,BOULDER 
Walgreens 19103,-105.2344,39.999977,4800 Baseline Rd,Ste E107,Boulder,CO,80303,2643,BOULDER 
Walgreens 18340,-105.09667,40.567245,1103 W Prospect Rd,,Fort Collins,CO,80526,5664,LARIMER 
Rite Aid 06178,-108.55228,39.083996,1834 N 12th St,,Grand Junction,CO,81501,7698,MESA 
Walgreens 18163,-107.32502,39.538189,1412 Grand Ave,,Glenwood Springs,CO,81601,3897,GARFIELD 
Walgreens 19273,-107.8821,37.273754,28 Town Plz,,Durango,CO,81301,5102,LA PLATA 
Rite Aid 06258,-108.49741,39.091839,2992 F Rd,,Grand Junction,CO,81504,4811,MESA 
Rite Aid 06367,-108.57081,39.070881,400 N 1st St,,Grand Junction,CO,81501,2230,MESA 
Loaf N Jug 801,-104.94083,39.689369,1499 S Colorado Blvd,,Denver,CO,80222,3604,DENVER 
Loaf N Jug 12,-104.98553,40.336044,67 Gateway Cir,,Berthoud,CO,80513,9180,LARIMER 
Family Dollar Store 8102,-105.42512,37.205475,901 Main St,,San Luis,CO,81152,,COSTILLA 
7-Eleven 13157A,-104.98737,39.828732,7270 Broadway,,Denver,CO,80221,3608,ADAMS 
Papa Murphys Take & Bake Pizza CO68,-105.29443,39.542816,25797 Conifer Rd,Ste C100,Conifer,CO,80433,9064,JEFFERSON 
East Colfax Sinclair,-104.89228,39.740238,8275 E Colfax Ave,,Denver,CO,80220,2109,DENVER 
7-Eleven Store 39317A,-105.03573,39.547623,3520 Town Center Dr,Unit A,Littleton,CO,80129,1714,DOUGLAS 
MV Conoco,-105.07761,39.795975,5490 Wadsworth Byp,Ste A,Arvada,CO,80002,3762,JEFFERSON 
Vic Mauro Produce,-104.46854,38.246349,1037 35th Ln,,Pueblo,CO,81006,9426,PUEBLO 
Lotus Asian Market,-104.79076,39.701157,844 S Buckley Rd,,Aurora,CO,80017,3174,ARAPAHOE 
Gunnison Vitamin & Health Food Store Inc,-106.92688,38.55183,804 N Main St,,Gunnison,CO,81230,2414,GUNNISON 
Sprouts Farmers Market 307,-104.86471,39.414909,5650 Allen Way,,Castle Rock,CO,80108,7619,DOUGLAS 
Carniceria y Taqueria La Pasadita,-105.05317,39.793003,5330 Sheridan Blvd,,Arvada,CO,80002,7018,JEFFERSON 
Dollar Tree 3626,-105.07692,39.790955,7310 W 52nd Ave,Unit Z,Arvada,CO,80002,3700,JEFFERSON 
Dollar Tree 3782,-108.58381,39.079353,2535 Rimrock Ave,,Grand Junction,CO,81505,8664,MESA 
Three Seven Corner Mart,-104.88381,39.740074,8950 E Colfax Ave,,Aurora,CO,80010,5001,ARAPAHOE 
Loaf N Jug 803,-104.99319,39.653145,490 W Hampden Ave,,Englewood,CO,80110,2346,ARAPAHOE 
Sprouts Farmers Market 306,-104.74536,39.608154,20831 E Smoky Hill Rd,,Centennial,CO,80015,3107,ARAPAHOE 
Loaf N Jug 9,-106.12874,38.835457,610 US Highway 24 S,,Buena Vista,CO,81211,9825,CHAFFEE 
Loaf N Jug 43,-104.79337,39.545151,9364 Jordan Rd,,Parker,CO,80134,,DOUGLAS 
Valero Corner Store 2744090,-104.94047,39.765511,3490 Colorado Blvd,,Denver,CO,80205,3812,DENVER 
Valero Corner Store 2741120,-104.81864,39.972328,385 E Bromley Ln,,Brighton,CO,80601,3065,ADAMS 
Valero Corner Store 2741125,-104.75718,39.972324,4780 E Bromley Ln,,Brighton,CO,80601,7800,ADAMS 
Valero Corner Store 2744109,-104.81058,40.08036,101 Denver Ave,,Fort Lupton,CO,80621,1817,WELD 
Natural Grocers By Vitamin Cottage,-104.73518,40.391178,2819 35th Ave,,Greeley,CO,80634,9421,WELD 
Sprouts Farmers Market 308,-104.75723,40.389004,4759 W 29th St,Unit B,Greeley,CO,80634,8380,WELD 
7-Eleven Store 13128A,-105.0991,39.682224,9101 W Jewell Ave,,Lakewood,CO,80232,6447,JEFFERSON 
Family Dollar Store 7265,-102.27275,39.300873,1759 Rose Ave,,Burlington,CO,80807,1553,KIT CARSON 
Trinidad Community Coop,-104.50468,37.169971,200 E Elm St,,Trinidad,CO,81082,2704,LAS ANIMAS 
Family Dollar Store 7957,-105.47236,38.136234,35 Main St,,Westcliffe,CO,81252,8527,CUSTER 
Kentucky Market,-105.02676,39.700455,3145 W Kentucky Ave,,Denver,CO,80219,3426,DENVER 
Berry Patch Farms,-104.82811,39.947193,13785 Potomac St,,Brighton,CO,80601,7278,ADAMS 
Dollar General 11547,-104.66163,38.256798,573 S Pueblo Blvd,,Pueblo,CO,81005,1539,PUEBLO 
Miller Farms,-104.88583,40.199871,13912 County Road 19,,Platteville,CO,80651,9108,WELD 
Delicious Orchards,-107.62568,38.860924,39126 Highway 133,,Hotchkiss,CO,81419,7316,DELTA 
Shop N Save,-105.0817,39.696796,1095 S Wadsworth Blvd,,Lakewood,CO,80226,4307,JEFFERSON 
Valero Corner Store 274661,-105.05322,39.778259,4498 Sheridan Blvd,,Denver,CO,80212,2404,DENVER 
Milberger Farms Peppes,-104.51926,38.244995,28570 E US Highway 50,,Pueblo,CO,81006,9673,PUEBLO 
Hudson Lockers,-104.64407,40.073772,621 Cedar St,,Hudson,CO,80642,,WELD 
Kum & Go 975,-105.64223,39.835194,1319 Mine Rd,,Idaho Springs,CO,80452,9405,CLEAR CREEK 
Dollar Tree 4005,-104.86471,39.414909,5650 Allen Way,Ste 114,Castle Rock,CO,80108,7621,DOUGLAS 
Dollar Tree 3886,-104.91856,39.812775,6000 E 64th Ave,,Commerce City,CO,80022,3319,ADAMS 
Dollar Tree 4040,-104.97255,39.914143,1201 E 120th St,,Thornton,CO,80233,,ADAMS 
Dollar Tree 3946,-108.53794,39.077282,2401 North Ave,Ste 10,Grand Junction,CO,81501,6408,MESA 
Bow Mar Gas Express,-105.03497,39.621307,5200 S Lowell Blvd,,Littleton,CO,80123,2977,JEFFERSON 
Papa Murphys CO023,-104.76064,38.890907,3624 Austin Bluffs Pkwy,Ste 100,Colorado Springs,CO,80918,6660,EL PASO 
Papa Murphys CO050,-104.86523,38.930626,6888 Centennial Blvd,,Colorado Springs,CO,80919,5114,EL PASO 
Papa Murphys CO069,-104.7575,38.964283,9205 N Union Blvd,Ste 160,Colorado Springs,CO,80920,7827,EL PASO 
Historic Arkansas Riverwalk of Pueblo Authority,-104.60878,38.267872,200 W 1st St,Ste 303,Pueblo,CO,81003,3262,PUEBLO 
Valero Corner Store 274654,-105.08287,39.856373,7680 W 88th Ave,,Arvada,CO,80005,1614,JEFFERSON 
7-Eleven Store 26292A,-104.82092,38.84613,825 N Nevada Ave,,Colorado Springs,CO,80903,4705,EL PASO 
Mountain Earth Ltd,-106.98426,38.869659,405 4th St,,Crested Butte,CO,81224,1184,GUNNISON 
Dollar Tree 4278,-104.98768,39.709164,407 S Broadway,Ste 400,Denver,CO,80209,1537,DENVER 
Roxys Market 1,-106.86263,39.220821,119 Aspen Airport Business Ctr,,Aspen,CO,81611,2561,PITKIN 
Denver Downtown Farmers Market Association,-105.08137,39.774666,4252 Wadsworth Blvd,,Wheat Ridge,CO,80033,4620,JEFFERSON 
Family Dollar Store 8308,-106.13408,38.844688,401 US Highway 24 N,,Buena Vista,CO,81211,9651,CHAFFEE 
7-Eleven Store 26574A,-104.83656,39.696507,13190 E Mississippi Ave,,Aurora,CO,80012,3427,ARAPAHOE 
7-Eleven Store 34357A,-104.99035,39.745663,621 17th St,Ste 100,Denver,CO,80293,701,DENVER 
Anas Meat Market Inc,-105.02514,39.690662,1411 S Federal Blvd,,Denver,CO,80219,4720,DENVER 
Family Dollar Store 8218,-104.43259,39.752762,100 Bennett Ave,,Bennett,CO,80102,,ADAMS 
Dollar Tree 4357,-105.09716,40.153648,210 Ken Pratt Blvd,Ste 220,Longmont,CO,80501,8655,BOULDER 
Las Americas Tortilleria,-104.90355,39.806751,6065 Quebec St,Ste B,Commerce City,CO,80022,4145,ADAMS 
Walmart SC 4288,-105.04763,39.915009,4651 W 121st Ave,,Broomfield,CO,80020,5662,BROOMFIELD 
Walgreens 12769,-104.86425,39.0933,265 Highway 105,,Monument,CO,80132,,EL PASO 
City of Loveland Farmers Market,-105.07569,40.404137,700 Railroad Ave,,Loveland,CO,80537,4740,LARIMER 
Center Pit Stop,-106.1371,37.748119,660 E State Highway 112,,Center,CO,81125,9214,RIO GRANDE 
Mercado Y Carniceria El Torito,-104.78049,38.824169,509 S Circle Dr,,Colorado Springs,CO,80910,2320,EL PASO 
Kum & Go 978,-106.82849,39.661568,18 Market Dr,,Eagle,CO,81631,,EAGLE 
Family Dollar Store 8143,-108.79746,40.087601,600 E Main St,,Rangely,CO,81648,3218,RIO BLANCO 
Dollar General 11829,-104.59617,38.270912,818 E 4th St,,Pueblo,CO,81001,3929,PUEBLO 
The Buck Stops Here LLC,-107.07904,37.254696,19 Navajo Trail Dr,,Pagosa Springs,CO,81147,,ARCHULETA 
Crestone Mercantile 1396,-105.69797,37.995319,191 E Galena Ave,,Crestone,CO,81131,,SAGUACHE 
Carniceria Jerezana Inc,-104.88468,39.734062,1148 Yosemite St,,Aurora,CO,80010,,ARAPAHOE 
Dollar Tree 4348,-104.96027,39.580109,7500 S University Blvd,Ste 101,Centennial,CO,80122,3168,ARAPAHOE 
Save A Lot,-105.00636,39.784821,4860 Pecos St,,Denver,CO,80221,1513,ADAMS 
Sunflower Farmers Market 317,-104.89042,39.595188,8557 E Arapahoe Rd,,Greenwood Village,CO,80112,1401,ARAPAHOE 
7-Eleven Store 16068A,-105.09527,39.66864,2641 S Estes St,,Lakewood,CO,80227,3117,JEFFERSON 
7-Eleven Store 13167A,-105.00602,39.833324,7540 Pecos St,,Denver,CO,80221,3437,ADAMS 
Rocky Mountain Pantry,-108.06358,38.724781,1654 S Main St,,Delta,CO,81416,2403,DELTA 
7-Eleven Store 23867A,-105.02511,39.689972,1499 S Federal Blvd,,Denver,CO,80219,4720,DENVER 
Dollar General 12154,-105.10275,38.387283,860 E Main St,,Florence,CO,81226,1645,FREMONT 
Conoco Gas Mart,-105.00547,39.856201,1550 W 88th Ave,Unit A,Denver,CO,80260,4383,ADAMS 
Dollar Tree 4338,-104.76453,39.516045,11000 S Parker Rd,,Parker,CO,80134,7442,DOUGLAS 
Maverik 400,-108.71959,39.148384,1103 E Highway 50,,Fruita,CO,81521,2088,MESA 
Hanagans Farm Market,-103.6378,38.020973,23972 US Highway 50,,Rocky Ford,CO,81067,9404,OTERO 
Dollar Tree 4424,-104.99142,39.95977,14458 Delaware St,Unit 100,Westminster,CO,80023,9193,BROOMFIELD 
Diamond Shamrock Corner Store 2741140,-104.81937,39.711582,291 S Sable Blvd,,Aurora,CO,80012,1588,ARAPAHOE 
Maverik 275,-108.59428,37.360821,10223 US Hwy 666,,Cortez,CO,81321,8301,MONTEZUMA 
Walmart SC 4567,-104.90139,39.92868,7101 E 128th Ave,,Thornton,CO,80602,9101,ADAMS 
C & F Food Stores Inc 2,-108.45984,39.082523,3199 Mesa Ave,,Grand Junction,CO,81504,6039,MESA 
Panaderia Y Tortilleria Lyly 1,-105.00593,39.82357,1550 W 70th Ave,,Denver,CO,80221,7025,ADAMS 
Deshmesh LLC,-104.89693,38.857414,201 Manitou Ave,,Manitou Springs,CO,80829,2503,EL PASO 
Kum & Go 937,-108.20461,39.326992,4530 Highway 6,,De Beque,CO,81630,9629,MESA 
Basa Conoco,-105.11023,39.699654,931 S Kipling Pkwy,,Lakewood,CO,80226,3946,JEFFERSON 
Circle K 9850,-104.97807,39.929077,12801 Washington St,,Denver,CO,80241,1703,ADAMS 
Circle K 9882,-105.0846,39.862808,7805 W 92nd Ave,,Broomfield,CO,80021,4562,JEFFERSON 
Red Wagon Organic Farm Llc,-105.20686,40.114201,7694 N 63rd St,,Longmont,CO,80503,8857,BOULDER 
7-Eleven Store 24627A,-104.95823,39.725422,580 Josephine St,,Denver,CO,80206,4211,DENVER 
Sprouts Farmers Market 309,-104.88206,39.535877,10018 Commons St,,Lone Tree,CO,80124,,DOUGLAS 
Tbr Service,-108.1701,37.093269,6740 Highway 140,,Hesperus,CO,81326,9316,LA PLATA 
Discount Gas,-105.05804,39.711128,5600 W Alameda Ave,,Lakewood,CO,80226,3612,JEFFERSON 
Briggsdale Market,-104.32826,40.634449,225 Main St,,Briggsdale,CO,80611,8929,WELD 
Dollar Tree 2671,-104.66246,38.23645,1803 S Pueblo Blvd,,Pueblo,CO,81005,2105,PUEBLO 
Loves Country Store 7,-106.93478,38.544003,108 S 12th St,,Gunnison,CO,81230,3102,GUNNISON 
Loves Country Store 12,-103.53855,37.988007,308 E 1st St,,La Junta,CO,81050,1701,OTERO 
Loves Country Store 23,-102.61987,38.095367,605 N Main St,,Lamar,CO,81052,2233,PROWERS 
Loves Country Store 30,-106.13735,37.578098,1537 Grande Ave,,Monte Vista,CO,81144,1318,RIO GRANDE 
Loves Country Store 37,-102.61648,37.403042,1100 Main St,,Springfield,CO,81073,1829,BACA 
Loves Country Store 38,-102.61612,38.088387,301 E Olive St,,Lamar,CO,81052,2840,PROWERS 
Loves Country Store 357,-104.72951,38.723755,5505 Travel Plz Dr,,Fountain,CO,80817,,EL PASO 
Loves Country Store 377,-104.64055,40.073242,201 E Bison Way,,Hudson,CO,80642,5016,WELD 
Dollar General 12418,-103.69265,39.26305,1250 Main St,,Limon,CO,80828,,LINCOLN 
Sonoco Pagosa Springs,-106.97918,37.188816,642 San Juan Dr,,Pagosa Springs,CO,81147,7932,ARCHULETA 
Natural Grocers By Vitamin Cottage,-104.96016,39.594051,6770 S University Blvd,,Littleton,CO,80122,1513,ARAPAHOE 
Family Dollar Store 8374,-104.96687,39.739971,1700 E Colfax Ave,,Denver,CO,80218,2509,DENVER 
7-Eleven Store 25674a,-104.79202,38.817379,1910 E Fountain Blvd,,Colorado Springs,CO,80910,,EL PASO 
Circle K 9901,-104.86521,39.413055,246 Founders Pkwy,,Castle Rock,CO,80104,,DOUGLAS 
Circle K 9883,-105.02513,39.856548,8815 Federal Blvd,,Denver,CO,80260,7419,ADAMS 
Circle K 9894,-105.05796,39.915092,1240 E 1st Ave,,Broomfield,CO,80020,3705,BROOMFIELD 
Saguache Town Market Inc,-106.1397,38.088806,616 Gunnison Ave,,Saguache,CO,81149,,SAGUACHE 
United Mart,-105.02496,39.678665,2098 S Federal Blvd,,Denver,CO,80219,5430,DENVER 
Sunflower Farmers Market 319,-105.09643,39.987049,555 W South Boulder Rd,Ste A,Lafayette,CO,80026,2754,BOULDER 
Sunflower Farmers Market 321,-104.97259,39.914097,1131 E 120th Ave,,Denver,CO,80233,5712,ADAMS 
Kum & Go 914,-104.79458,40.406921,7027 W 20th St,,Greeley,CO,80634,9650,WELD 
7-Eleven Store 34570A,-104.99711,39.752201,1775 Blake St,,Denver,CO,80202,1225,DENVER 
Kum & Go 910,-104.79192,40.439358,366 N 71st Ave,,Greeley,CO,80634,9183,WELD 
Kum & Go 934,-105.00031,40.703026,8150 6th St,,Wellington,CO,80549,,LARIMER 
Usa Food & Gas 1,-104.96597,39.899467,1720 E 112th Ave,,Northglenn,CO,80233,3206,ADAMS 
Madinah Inc,-104.85123,39.659691,3126 S Parker Rd,Ste B,Aurora,CO,80014,3148,ARAPAHOE 
Walgreens 12683,-105.25836,40.028259,2870 28th St,,Boulder,CO,80301,1224,BOULDER 
7-Eleven Store 34159A,-104.76019,39.491753,12285 S Parker Rd,,Parker,CO,80134,3492,DOUGLAS 
Family Dollar Store 8274,-104.74856,40.001846,160 Firestone Cir,,Brighton,CO,80603,5815,WELD 
Dollar Tree 4479,-105.09643,39.987049,555 W South Boulder Rd,Ste 100,Lafayette,CO,80026,2754,BOULDER 
Las Delicias 2,-105.0766,40.60593,1311 N College Ave,,Fort Collins,CO,80524,1213,LARIMER 
King Soopers 124,-104.93318,39.709633,4600 Leetsdale Dr,,Denver,CO,80246,1311,DENVER 
Alpenrose German Delicatessen,-104.75974,38.767132,5648 S US Highway 85 87,,Colorado Springs,CO,80911,1762,EL PASO 
Diamond Shamrock Corner Store 2744113,-105.20152,39.720123,17691 W Colfax Ave,,Golden,CO,80401,5661,JEFFERSON 
7-Eleven Store 13093,-104.77749,38.806419,1760 Shasta Dr,,Colorado Springs,CO,80910,1912,EL PASO 
Kum & Go 909,-106.38846,40.058792,605 E Park Ave,,Kremmling,CO,80459,,GRAND 
La Despensa Latina Inc,-104.772,39.780972,4650 Tower Rd,Unit 104,Denver,CO,80249,6600,DENVER 
Murphy Express 8587,-104.77206,39.765099,3470 Tower Rd,,Aurora,CO,80011,3510,ARAPAHOE 
Vallecito Lake Country Market LLC,-107.55781,37.436687,18071 County Road 501,,Bayfield,CO,81122,8715,LA PLATA 
7-Eleven Store 39451A,-104.97415,40.204716,4301 Highway 66,,Mead,CO,80542,,WELD 
Dollar Tree 4416,-104.7804,38.806458,1728 S Circle Dr,,Colorado Springs,CO,80910,4434,EL PASO 
7-Eleven Store 18397A,-104.8721,39.654449,10010 E Girard Ave,,Denver,CO,80231,5067,DENVER 
Asian Border Market,-104.71575,40.387932,3000 S 23rd Ave,Unit 3,Greeley,CO,80631,8787,WELD 
City Market 451,-108.60814,39.096272,630 24 Rd,,Grand Junction,CO,81505,1239,MESA 
First Choice Market,-104.78888,37.634262,801 Walsen Ave,,Walsenburg,CO,81089,2478,HUERFANO 
Loaf N Jug 11,-104.87174,39.410358,4901 Castleton Dr,,Castle Rock,CO,80109,7800,DOUGLAS 
Loaf N Jug 26,-105.04971,38.993053,260 E US Highway 24,,Woodland Park,CO,80863,3102,TELLER 
Loaf N Jug 66,-103.06508,39.287682,317 E High St,,Flagler,CO,80815,9261,KIT CARSON 
Loaf N Jug 848,-104.91715,40.479683,1201 Main St,,Windsor,CO,80550,5918,WELD 
Loaf N Jug 850,-104.745,40.421692,1001 39th Ave,,Greeley,CO,80634,2506,WELD 
Loaf N Jug 867,-108.79353,40.087498,783 Highway 64 W,,Rangely,CO,81648,2502,RIO BLANCO 
Las Americas Tortilleria LLC 2,-105.08826,40.173492,830 Lashley St,Unit D,Longmont,CO,80504,5141,WELD 
Diamond Shamrock Corner Store 274622,-104.73196,38.737907,6480 S US Highway 85-87,,Fountain,CO,80817,1008,EL PASO 
Dollar General 12751,-102.2243,40.079975,245 W 2nd St,,Wray,CO,80758,1008,YUMA 
7-Eleven Store 39459A,-104.82769,38.896946,428 Garden of the Gods Rd,,Colorado Springs,CO,80907,4218,EL PASO 
7-Eleven Store 23603A,-105.03252,39.718292,105 Knox Ct,,Denver,CO,80219,1437,DENVER 
Loaf N Jug 7,-104.77891,39.554317,9028 S Woodman Way,,Parker,CO,80134,3487,DOUGLAS 
Loaf N Jug 47,-106.8283,39.658695,0112 Fairgrounds Rd,,Eagle,CO,81631,,EAGLE 
Loaf N Jug 81,-105.23354,39.75985,102 Rubey Dr,,Golden,CO,80403,2453,JEFFERSON 
Loaf N Jug 83,-105.21045,39.727959,700 Warner Dr,,Golden,CO,80401,5297,JEFFERSON 
Loaf N Jug 94,-105.18313,39.812729,16355 W 64th Ave,,Arvada,CO,80007,7403,JEFFERSON 
Loaf N Jug 95,-105.08812,40.162991,200 Lashley St,,Longmont,CO,80501,6068,BOULDER 
Loaf N Jug 97,-105.4549,39.443642,173 Bull Dogger Rd,,Bailey,CO,80421,2378,PARK 
Sm Groceries Inc 1,-104.84564,39.674969,12203 E Iliff Ave,Ste W,Aurora,CO,80014,5314,ARAPAHOE 
7-Eleven Store 13197A,-104.96755,39.743259,1645 E 17th Ave,,Denver,CO,80218,1620,DENVER 
Sawa Meat & Sausage,-104.9108,39.772228,3960 Niagara St,Ste A,Denver,CO,80207,1463,DENVER 
Cedaredge Food Town,-107.9273,38.891117,210 Se Independence Ave,,Cedaredge,CO,81413,4215,DELTA 
King Soopers 117,-104.7925,40.421333,6922 W 10th St,,Greeley,CO,80634,,WELD 
Old Town Market,-106.97634,37.185841,920 San Juan Dr,,Pagosa Springs,CO,81147,7861,ARCHULETA 
Maverik 418,-108.50627,39.091839,2948 F Rd,,Grand Junction,CO,81504,4837,MESA 
Maverik 417,-108.45052,39.091743,3249 F Rd,,Clifton,CO,81520,7545,MESA 
Nanas Bakery Inc,-104.76965,38.83968,3255 E Platte Ave,Ste I,Colorado Springs,CO,80909,6445,EL PASO 
Trinidad Fuel Stop 801,-104.52057,37.133633,9960 Santa Fe Trail Dr,,Trinidad,CO,81082,3968,LAS ANIMAS 
Asiana Market,-104.72137,38.885502,5740 N Carefree Cir,Ste 200,Colorado Springs,CO,80917,2702,EL PASO 
Target Stores T- 2717,-105.07968,39.707932,460 S Vance St,,Lakewood,CO,80226,3305,JEFFERSON 
Jrs Travel Shoppe 803,-104.51025,37.166435,639 W Main St,,Trinidad,CO,81082,2627,LAS ANIMAS 
Jrs Fuel Stop 814,-104.49979,37.184208,806 E Goddard Ave,,Trinidad,CO,81082,1821,LAS ANIMAS 
Jrs Fuel Stop 810,-104.49873,37.171066,731 E Main St,,Trinidad,CO,81082,2720,LAS ANIMAS 
Carniceria Y Taqueria Lozano 2 Inc,-104.69113,40.393902,2712 8th Ave,,Greeley,CO,80631,8414,WELD 
Oberon Food & Gas,-105.10351,39.817413,6601 Oberon Rd,,Arvada,CO,80004,2926,JEFFERSON 
7-Eleven 39732,-104.82874,39.711082,13690 E Alameda Ave,,Aurora,CO,80012,1303,ARAPAHOE 
7-Eleven 39730,-105.0721,39.695759,1110 S Pierce St,,Lakewood,CO,80232,5634,JEFFERSON 
7-Eleven 39849,-104.9948,39.765987,3490 Park Ave W,,Denver,CO,80216,5105,DENVER 
Twin Star Energy 510,-104.94054,39.74033,1504 Colorado Blvd,,Denver,CO,80220,1054,DENVER 
Twin Star Energy 530,-105.02518,39.653103,3500 S Federal Blvd,,Englewood,CO,80110,3263,ARAPAHOE 
7-Eleven 39729,-104.866,39.675232,2299 S Havana St,,Aurora,CO,80014,1017,ARAPAHOE 
7-Eleven 39752,-105.01392,39.928577,2271 W 128th Ave,,Denver,CO,80234,1307,ADAMS 
Dollar Tree 4595,-104.57801,38.245579,1800 Santa Fe Dr,,Pueblo,CO,81006,,PUEBLO 
